"","Country.Region","Date","Confirmed","Deaths","Recovered","Rank"
"1","US",2020-01-22,1,0,0,1
"2","US",2020-01-23,1,0,0,1
"3","US",2020-01-24,2,0,0,1
"4","US",2020-01-25,2,0,0,1
"5","US",2020-01-26,5,0,0,1
"6","US",2020-01-27,5,0,0,1
"7","US",2020-01-28,5,0,0,1
"8","US",2020-01-29,5,0,0,1
"9","US",2020-01-30,5,0,0,1
"10","US",2020-01-31,6,0,0,1
"11","US",2020-02-01,8,0,0,1
"12","US",2020-02-02,8,0,0,1
"13","US",2020-02-03,11,0,0,1
"14","US",2020-02-04,11,0,0,1
"15","US",2020-02-05,12,0,0,1
"16","US",2020-02-06,12,0,0,1
"17","US",2020-02-07,12,0,0,1
"18","US",2020-02-08,12,0,0,1
"19","US",2020-02-09,12,0,3,1
"20","US",2020-02-10,12,0,3,1
"21","US",2020-02-11,13,0,3,1
"22","US",2020-02-12,13,0,3,1
"23","US",2020-02-13,15,0,3,1
"24","US",2020-02-14,15,0,3,1
"25","US",2020-02-15,15,0,3,1
"26","US",2020-02-16,15,0,3,1
"27","US",2020-02-17,15,0,3,1
"28","US",2020-02-18,15,0,3,1
"29","US",2020-02-19,15,0,3,1
"30","US",2020-02-20,15,0,3,1
"31","US",2020-02-21,35,0,5,1
"32","US",2020-02-22,35,0,5,1
"33","US",2020-02-23,35,0,5,1
"34","US",2020-02-24,53,0,5,1
"35","US",2020-02-25,53,0,6,1
"36","US",2020-02-26,59,0,6,1
"37","US",2020-02-27,60,0,6,1
"38","US",2020-02-28,62,0,7,1
"39","US",2020-02-29,70,1,7,1
"40","US",2020-03-01,76,1,7,1
"41","US",2020-03-02,101,6,7,1
"42","US",2020-03-03,122,7,8,1
"43","US",2020-03-04,153,11,8,1
"44","US",2020-03-05,221,12,8,1
"45","US",2020-03-06,278,14,8,1
"46","US",2020-03-07,417,17,8,1
"47","US",2020-03-08,537,21,8,1
"48","US",2020-03-09,605,22,8,1
"49","US",2020-03-10,959,28,8,1
"50","US",2020-03-11,1281,36,8,1
"51","US",2020-03-12,1663,40,12,1
"52","US",2020-03-13,2179,47,12,1
"53","US",2020-03-14,2726,54,12,1
"54","US",2020-03-15,3499,63,12,1
"55","US",2020-03-16,4632,85,17,1
"56","US",2020-03-17,6421,108,17,1
"57","US",2020-03-18,7786,118,106,1
"58","US",2020-03-19,13680,200,108,1
"59","US",2020-03-20,19101,244,147,1
"60","US",2020-03-21,25514,307,171,1
"61","US",2020-03-22,33848,427,0,1
"62","US",2020-03-23,43663,552,0,1
"63","US",2020-03-24,53736,706,348,1
"64","US",2020-03-25,65778,942,361,1
"65","US",2020-03-26,83836,1209,681,1
"66","US",2020-03-27,101657,1581,869,1
"67","US",2020-03-28,121465,2026,1072,1
"68","US",2020-03-29,140909,2467,2665,1
"69","US",2020-03-30,161831,2978,5644,1
"70","US",2020-03-31,188172,3873,7024,1
"71","US",2020-04-01,213372,4757,8474,1
"72","US",2020-04-02,243599,5926,9001,1
"73","US",2020-04-03,275586,7087,9707,1
"74","US",2020-04-04,308853,8407,14652,1
"75","US",2020-04-05,337072,9619,17448,1
"76","US",2020-04-06,366667,10783,19581,1
"77","US",2020-04-07,396223,12722,21763,1
"78","US",2020-04-08,429052,14695,23559,1
"79","US",2020-04-09,461437,16478,25410,1
"80","US",2020-04-10,496535,18586,28790,1
"81","US",2020-04-11,526396,20462,31270,1
"82","US",2020-04-12,555313,22019,32988,1
"83","US",2020-04-13,580619,23528,43482,1
"84","US",2020-04-14,607670,25831,47763,1
"85","US",2020-04-15,636350,28325,52096,1
"86","US",2020-04-16,667801,32916,54703,1
"87","US",2020-04-17,699706,36773,58545,1
"88","US",2020-04-18,732197,38664,64840,1
"89","US",2020-04-19,759086,40661,70337,1
"90","US",2020-04-20,784326,42094,72329,1
"91","US",2020-04-21,811865,44444,75204,1
"92","US",2020-04-22,840220,46622,77366,1
"93","US",2020-04-23,869170,49954,80203,1
"94","US",2020-04-24,905333,51949,99079,1
"95","US",2020-04-25,938154,53755,100372,1
"96","US",2020-04-26,965783,54881,106988,1
"97","US",2020-04-27,988197,56259,111424,1
"98","US",2020-04-28,1012582,58355,115936,1
"99","US",2020-04-29,1039909,60967,120720,1
"100","US",2020-04-30,1069424,62996,153947,1
"101","US",2020-05-01,1103461,64943,164015,1
"102","Spain",2020-02-01,1,0,0,2
"103","Spain",2020-02-02,1,0,0,2
"104","Spain",2020-02-03,1,0,0,2
"105","Spain",2020-02-04,1,0,0,2
"106","Spain",2020-02-05,1,0,0,2
"107","Spain",2020-02-06,1,0,0,2
"108","Spain",2020-02-07,1,0,0,2
"109","Spain",2020-02-08,1,0,0,2
"110","Spain",2020-02-09,2,0,0,2
"111","Spain",2020-02-10,2,0,0,2
"112","Spain",2020-02-11,2,0,0,2
"113","Spain",2020-02-12,2,0,0,2
"114","Spain",2020-02-13,2,0,0,2
"115","Spain",2020-02-14,2,0,0,2
"116","Spain",2020-02-15,2,0,2,2
"117","Spain",2020-02-16,2,0,2,2
"118","Spain",2020-02-17,2,0,2,2
"119","Spain",2020-02-18,2,0,2,2
"120","Spain",2020-02-19,2,0,2,2
"121","Spain",2020-02-20,2,0,2,2
"122","Spain",2020-02-21,2,0,2,2
"123","Spain",2020-02-22,2,0,2,2
"124","Spain",2020-02-23,2,0,2,2
"125","Spain",2020-02-24,2,0,2,2
"126","Spain",2020-02-25,6,0,2,2
"127","Spain",2020-02-26,13,0,2,2
"128","Spain",2020-02-27,15,0,2,2
"129","Spain",2020-02-28,32,0,2,2
"130","Spain",2020-02-29,45,0,2,2
"131","Spain",2020-03-01,84,0,2,2
"132","Spain",2020-03-02,120,0,2,2
"133","Spain",2020-03-03,165,1,2,2
"134","Spain",2020-03-04,222,2,2,2
"135","Spain",2020-03-05,259,3,2,2
"136","Spain",2020-03-06,400,5,2,2
"137","Spain",2020-03-07,500,10,30,2
"138","Spain",2020-03-08,673,17,30,2
"139","Spain",2020-03-09,1073,28,32,2
"140","Spain",2020-03-10,1695,35,32,2
"141","Spain",2020-03-11,2277,54,183,2
"142","Spain",2020-03-12,2277,55,183,2
"143","Spain",2020-03-13,5232,133,193,2
"144","Spain",2020-03-14,6391,195,517,2
"145","Spain",2020-03-15,7798,289,517,2
"146","Spain",2020-03-16,9942,342,530,2
"147","Spain",2020-03-17,11748,533,1028,2
"148","Spain",2020-03-18,13910,623,1081,2
"149","Spain",2020-03-19,17963,830,1107,2
"150","Spain",2020-03-20,20410,1043,1588,2
"151","Spain",2020-03-21,25374,1375,2125,2
"152","Spain",2020-03-22,28603,1756,2125,2
"153","Spain",2020-03-23,35136,2311,3355,2
"154","Spain",2020-03-24,39885,2808,3794,2
"155","Spain",2020-03-25,49515,3647,5367,2
"156","Spain",2020-03-26,57786,4365,7015,2
"157","Spain",2020-03-27,65719,5138,9357,2
"158","Spain",2020-03-28,73235,5982,12285,2
"159","Spain",2020-03-29,80110,6803,14709,2
"160","Spain",2020-03-30,87956,7716,16780,2
"161","Spain",2020-03-31,95923,8464,19259,2
"162","Spain",2020-04-01,104118,9387,22647,2
"163","Spain",2020-04-02,112065,10348,26743,2
"164","Spain",2020-04-03,119199,11198,30513,2
"165","Spain",2020-04-04,126168,11947,34219,2
"166","Spain",2020-04-05,131646,12641,38080,2
"167","Spain",2020-04-06,136675,13341,40437,2
"168","Spain",2020-04-07,141942,14045,43208,2
"169","Spain",2020-04-08,148220,14792,48021,2
"170","Spain",2020-04-09,153222,15447,52165,2
"171","Spain",2020-04-10,158273,16081,55668,2
"172","Spain",2020-04-11,163027,16606,59109,2
"173","Spain",2020-04-12,166831,17209,62391,2
"174","Spain",2020-04-13,170099,17756,64727,2
"175","Spain",2020-04-14,172541,18056,67504,2
"176","Spain",2020-04-15,177644,18708,70853,2
"177","Spain",2020-04-16,184948,19315,74797,2
"178","Spain",2020-04-17,190839,20002,74797,2
"179","Spain",2020-04-18,191726,20043,74797,2
"180","Spain",2020-04-19,198674,20453,77357,2
"181","Spain",2020-04-20,200210,20852,80587,2
"182","Spain",2020-04-21,204178,21282,82514,2
"183","Spain",2020-04-22,208389,21717,85915,2
"184","Spain",2020-04-23,213024,22157,89250,2
"185","Spain",2020-04-24,219764,22524,92355,2
"186","Spain",2020-04-25,223759,22902,95708,2
"187","Spain",2020-04-26,226629,23190,117727,2
"188","Spain",2020-04-27,229422,23521,120832,2
"189","Spain",2020-04-28,232128,23822,123903,2
"190","Spain",2020-04-29,236899,24275,132929,2
"191","Spain",2020-04-30,213435,24543,112050,2
"192","Spain",2020-05-01,213435,24543,112050,2
"193","Italy",2020-01-31,2,0,0,3
"194","Italy",2020-02-01,2,0,0,3
"195","Italy",2020-02-02,2,0,0,3
"196","Italy",2020-02-03,2,0,0,3
"197","Italy",2020-02-04,2,0,0,3
"198","Italy",2020-02-05,2,0,0,3
"199","Italy",2020-02-06,2,0,0,3
"200","Italy",2020-02-07,3,0,0,3
"201","Italy",2020-02-08,3,0,0,3
"202","Italy",2020-02-09,3,0,0,3
"203","Italy",2020-02-10,3,0,0,3
"204","Italy",2020-02-11,3,0,0,3
"205","Italy",2020-02-12,3,0,0,3
"206","Italy",2020-02-13,3,0,0,3
"207","Italy",2020-02-14,3,0,0,3
"208","Italy",2020-02-15,3,0,0,3
"209","Italy",2020-02-16,3,0,0,3
"210","Italy",2020-02-17,3,0,0,3
"211","Italy",2020-02-18,3,0,0,3
"212","Italy",2020-02-19,3,0,0,3
"213","Italy",2020-02-20,3,0,0,3
"214","Italy",2020-02-21,20,1,0,3
"215","Italy",2020-02-22,62,2,1,3
"216","Italy",2020-02-23,155,3,2,3
"217","Italy",2020-02-24,229,7,1,3
"218","Italy",2020-02-25,322,10,1,3
"219","Italy",2020-02-26,453,12,3,3
"220","Italy",2020-02-27,655,17,45,3
"221","Italy",2020-02-28,888,21,46,3
"222","Italy",2020-02-29,1128,29,46,3
"223","Italy",2020-03-01,1694,34,83,3
"224","Italy",2020-03-02,2036,52,149,3
"225","Italy",2020-03-03,2502,79,160,3
"226","Italy",2020-03-04,3089,107,276,3
"227","Italy",2020-03-05,3858,148,414,3
"228","Italy",2020-03-06,4636,197,523,3
"229","Italy",2020-03-07,5883,233,589,3
"230","Italy",2020-03-08,7375,366,622,3
"231","Italy",2020-03-09,9172,463,724,3
"232","Italy",2020-03-10,10149,631,724,3
"233","Italy",2020-03-11,12462,827,1045,3
"234","Italy",2020-03-12,12462,827,1045,3
"235","Italy",2020-03-13,17660,1266,1439,3
"236","Italy",2020-03-14,21157,1441,1966,3
"237","Italy",2020-03-15,24747,1809,2335,3
"238","Italy",2020-03-16,27980,2158,2749,3
"239","Italy",2020-03-17,31506,2503,2941,3
"240","Italy",2020-03-18,35713,2978,4025,3
"241","Italy",2020-03-19,41035,3405,4440,3
"242","Italy",2020-03-20,47021,4032,4440,3
"243","Italy",2020-03-21,53578,4825,6072,3
"244","Italy",2020-03-22,59138,5476,7024,3
"245","Italy",2020-03-23,63927,6077,7432,3
"246","Italy",2020-03-24,69176,6820,8326,3
"247","Italy",2020-03-25,74386,7503,9362,3
"248","Italy",2020-03-26,80589,8215,10361,3
"249","Italy",2020-03-27,86498,9134,10950,3
"250","Italy",2020-03-28,92472,10023,12384,3
"251","Italy",2020-03-29,97689,10779,13030,3
"252","Italy",2020-03-30,101739,11591,14620,3
"253","Italy",2020-03-31,105792,12428,15729,3
"254","Italy",2020-04-01,110574,13155,16847,3
"255","Italy",2020-04-02,115242,13915,18278,3
"256","Italy",2020-04-03,119827,14681,19758,3
"257","Italy",2020-04-04,124632,15362,20996,3
"258","Italy",2020-04-05,128948,15887,21815,3
"259","Italy",2020-04-06,132547,16523,22837,3
"260","Italy",2020-04-07,135586,17127,24392,3
"261","Italy",2020-04-08,139422,17669,26491,3
"262","Italy",2020-04-09,143626,18279,28470,3
"263","Italy",2020-04-10,147577,18849,30455,3
"264","Italy",2020-04-11,152271,19468,32534,3
"265","Italy",2020-04-12,156363,19899,34211,3
"266","Italy",2020-04-13,159516,20465,35435,3
"267","Italy",2020-04-14,162488,21067,37130,3
"268","Italy",2020-04-15,165155,21645,38092,3
"269","Italy",2020-04-16,168941,22170,40164,3
"270","Italy",2020-04-17,172434,22745,42727,3
"271","Italy",2020-04-18,175925,23227,44927,3
"272","Italy",2020-04-19,178972,23660,47055,3
"273","Italy",2020-04-20,181228,24114,48877,3
"274","Italy",2020-04-21,183957,24648,51600,3
"275","Italy",2020-04-22,187327,25085,54543,3
"276","Italy",2020-04-23,189973,25549,57576,3
"277","Italy",2020-04-24,192994,25969,60498,3
"278","Italy",2020-04-25,195351,26384,63120,3
"279","Italy",2020-04-26,197675,26644,64928,3
"280","Italy",2020-04-27,199414,26977,66624,3
"281","Italy",2020-04-28,201505,27359,68941,3
"282","Italy",2020-04-29,203591,27682,71252,3
"283","Italy",2020-04-30,205463,27967,75945,3
"284","Italy",2020-05-01,207428,28236,78249,3
"285","UK",2020-01-31,2,0,0,4
"286","UK",2020-02-01,2,0,0,4
"287","UK",2020-02-02,2,0,0,4
"288","UK",2020-02-03,2,0,0,4
"289","UK",2020-02-04,2,0,0,4
"290","UK",2020-02-05,2,0,0,4
"291","UK",2020-02-06,2,0,0,4
"292","UK",2020-02-07,3,0,0,4
"293","UK",2020-02-08,3,0,0,4
"294","UK",2020-02-09,3,0,0,4
"295","UK",2020-02-10,8,0,0,4
"296","UK",2020-02-11,8,0,0,4
"297","UK",2020-02-12,9,0,1,4
"298","UK",2020-02-13,9,0,1,4
"299","UK",2020-02-14,9,0,1,4
"300","UK",2020-02-15,9,0,1,4
"301","UK",2020-02-16,9,0,8,4
"302","UK",2020-02-17,9,0,8,4
"303","UK",2020-02-18,9,0,8,4
"304","UK",2020-02-19,9,0,8,4
"305","UK",2020-02-20,9,0,8,4
"306","UK",2020-02-21,9,0,8,4
"307","UK",2020-02-22,9,0,8,4
"308","UK",2020-02-23,9,0,8,4
"309","UK",2020-02-24,13,0,8,4
"310","UK",2020-02-25,13,0,8,4
"311","UK",2020-02-26,13,0,8,4
"312","UK",2020-02-27,15,0,8,4
"313","UK",2020-02-28,20,0,8,4
"314","UK",2020-02-29,23,0,8,4
"315","UK",2020-03-01,36,0,8,4
"316","UK",2020-03-02,40,0,8,4
"317","UK",2020-03-03,51,0,8,4
"318","UK",2020-03-04,85,0,8,4
"319","UK",2020-03-05,115,1,8,4
"320","UK",2020-03-06,163,2,8,4
"321","UK",2020-03-07,206,2,18,4
"322","UK",2020-03-08,273,3,18,4
"323","UK",2020-03-09,321,4,18,4
"324","UK",2020-03-10,382,6,18,4
"325","UK",2020-03-11,459,8,19,4
"326","UK",2020-03-12,459,8,19,4
"327","UK",2020-03-13,801,8,19,4
"328","UK",2020-03-14,1143,21,19,4
"329","UK",2020-03-15,1144,21,19,4
"330","UK",2020-03-16,1551,56,21,4
"331","UK",2020-03-17,1960,56,53,4
"332","UK",2020-03-18,2642,72,67,4
"333","UK",2020-03-19,2716,138,67,4
"334","UK",2020-03-20,4014,178,67,4
"335","UK",2020-03-21,5067,234,67,4
"336","UK",2020-03-22,5741,282,95,4
"337","UK",2020-03-23,6726,336,140,4
"338","UK",2020-03-24,8164,423,140,4
"339","UK",2020-03-25,9640,466,140,4
"340","UK",2020-03-26,11812,580,150,4
"341","UK",2020-03-27,14745,761,151,4
"342","UK",2020-03-28,17312,1021,151,4
"343","UK",2020-03-29,19780,1231,151,4
"344","UK",2020-03-30,22453,1411,171,4
"345","UK",2020-03-31,25481,1793,179,4
"346","UK",2020-04-01,29865,2357,179,4
"347","UK",2020-04-02,34173,2926,192,4
"348","UK",2020-04-03,38689,3611,208,4
"349","UK",2020-04-04,42477,4320,215,4
"350","UK",2020-04-05,48436,4943,229,4
"351","UK",2020-04-06,52279,5385,287,4
"352","UK",2020-04-07,55949,6171,325,4
"353","UK",2020-04-08,61474,7111,345,4
"354","UK",2020-04-09,65872,7993,359,4
"355","UK",2020-04-10,74605,8974,588,4
"356","UK",2020-04-11,79874,9892,622,4
"357","UK",2020-04-12,85206,10629,626,4
"358","UK",2020-04-13,89570,11347,304,4
"359","UK",2020-04-14,94845,12129,323,4
"360","UK",2020-04-15,99483,12894,368,4
"361","UK",2020-04-16,104145,13759,375,4
"362","UK",2020-04-17,109769,14607,394,4
"363","UK",2020-04-18,115314,15498,414,4
"364","UK",2020-04-19,121172,16095,436,4
"365","UK",2020-04-20,125856,16550,446,4
"366","UK",2020-04-21,130172,17378,638,4
"367","UK",2020-04-22,134638,18151,683,4
"368","UK",2020-04-23,139246,18791,712,4
"369","UK",2020-04-24,144640,19567,724,4
"370","UK",2020-04-25,149569,20381,774,4
"371","UK",2020-04-26,154037,20794,778,4
"372","UK",2020-04-27,158348,21157,807,4
"373","UK",2020-04-28,162350,21745,813,4
"374","UK",2020-04-29,166441,26166,857,4
"375","UK",2020-04-30,172481,26842,859,4
"376","UK",2020-05-01,178685,27583,892,4
"377","France",2020-01-24,2,0,0,5
"378","France",2020-01-25,3,0,0,5
"379","France",2020-01-26,3,0,0,5
"380","France",2020-01-27,3,0,0,5
"381","France",2020-01-28,4,0,0,5
"382","France",2020-01-29,5,0,0,5
"383","France",2020-01-30,5,0,0,5
"384","France",2020-01-31,5,0,0,5
"385","France",2020-02-01,6,0,0,5
"386","France",2020-02-02,6,0,0,5
"387","France",2020-02-03,6,0,0,5
"388","France",2020-02-04,6,0,0,5
"389","France",2020-02-05,6,0,0,5
"390","France",2020-02-06,6,0,0,5
"391","France",2020-02-07,6,0,0,5
"392","France",2020-02-08,11,0,0,5
"393","France",2020-02-09,11,0,0,5
"394","France",2020-02-10,11,0,0,5
"395","France",2020-02-11,11,0,0,5
"396","France",2020-02-12,11,0,2,5
"397","France",2020-02-13,11,0,2,5
"398","France",2020-02-14,11,0,2,5
"399","France",2020-02-15,12,1,4,5
"400","France",2020-02-16,12,1,4,5
"401","France",2020-02-17,12,1,4,5
"402","France",2020-02-18,12,1,4,5
"403","France",2020-02-19,12,1,4,5
"404","France",2020-02-20,12,1,4,5
"405","France",2020-02-21,12,1,4,5
"406","France",2020-02-22,12,1,4,5
"407","France",2020-02-23,12,1,4,5
"408","France",2020-02-24,12,1,4,5
"409","France",2020-02-25,14,1,11,5
"410","France",2020-02-26,18,2,11,5
"411","France",2020-02-27,38,2,11,5
"412","France",2020-02-28,57,2,11,5
"413","France",2020-02-29,100,2,12,5
"414","France",2020-03-01,130,2,12,5
"415","France",2020-03-02,191,3,12,5
"416","France",2020-03-03,204,4,12,5
"417","France",2020-03-04,285,4,12,5
"418","France",2020-03-05,377,6,12,5
"419","France",2020-03-06,653,9,12,5
"420","France",2020-03-07,949,11,12,5
"421","France",2020-03-08,1126,19,12,5
"422","France",2020-03-09,1209,19,12,5
"423","France",2020-03-10,1784,33,12,5
"424","France",2020-03-11,2284,48,12,5
"425","France",2020-03-12,2284,48,12,5
"426","France",2020-03-13,3667,79,12,5
"427","France",2020-03-14,4480,91,12,5
"428","France",2020-03-15,4513,91,12,5
"429","France",2020-03-16,6650,148,12,5
"430","France",2020-03-17,7683,148,12,5
"431","France",2020-03-18,9052,148,12,5
"432","France",2020-03-19,10886,243,12,5
"433","France",2020-03-20,12632,450,12,5
"434","France",2020-03-21,14308,562,12,5
"435","France",2020-03-22,16214,676,2201,5
"436","France",2020-03-23,20123,862,2207,5
"437","France",2020-03-24,22622,1102,3288,5
"438","France",2020-03-25,25600,1333,3907,5
"439","France",2020-03-26,29551,1698,4955,5
"440","France",2020-03-27,33402,1997,5707,5
"441","France",2020-03-28,38105,2317,5724,5
"442","France",2020-03-29,40708,2611,7226,5
"443","France",2020-03-30,45170,3030,7964,5
"444","France",2020-03-31,52827,3532,9513,5
"445","France",2020-04-01,57749,4043,11053,5
"446","France",2020-04-02,59929,5398,12548,5
"447","France",2020-04-03,65202,6520,14135,5
"448","France",2020-04-04,90848,7574,15572,5
"449","France",2020-04-05,93773,8093,16349,5
"450","France",2020-04-06,98963,8926,17428,5
"451","France",2020-04-07,110065,10343,19523,5
"452","France",2020-04-08,113959,10887,21452,5
"453","France",2020-04-09,118781,12228,23413,5
"454","France",2020-04-10,125931,13215,25195,5
"455","France",2020-04-11,130727,13851,26663,5
"456","France",2020-04-12,133670,14412,27469,5
"457","France",2020-04-13,137875,14986,28001,5
"458","France",2020-04-14,131361,15748,29098,5
"459","France",2020-04-15,134582,17188,31470,5
"460","France",2020-04-16,147091,17941,33327,5
"461","France",2020-04-17,149130,18703,35006,5
"462","France",2020-04-18,149149,19345,36587,5
"463","France",2020-04-19,154097,19744,37183,5
"464","France",2020-04-20,156480,20292,38036,5
"465","France",2020-04-21,159297,20829,39819,5
"466","France",2020-04-22,157125,21373,41326,5
"467","France",2020-04-23,159460,21889,42762,5
"468","France",2020-04-24,159952,22279,44271,5
"469","France",2020-04-25,161644,22648,45372,5
"470","France",2020-04-26,162220,22890,45681,5
"471","France",2020-04-27,165963,23327,46293,5
"472","France",2020-04-28,169053,23694,47775,5
"473","France",2020-04-29,166543,24121,49118,5
"474","France",2020-04-30,167299,24410,50380,5
"475","France",2020-05-01,167305,24628,51124,5
"476","Germany",2020-01-28,4,0,0,6
"477","Germany",2020-01-29,4,0,0,6
"478","Germany",2020-01-30,4,0,0,6
"479","Germany",2020-01-31,5,0,0,6
"480","Germany",2020-02-01,8,0,0,6
"481","Germany",2020-02-02,10,0,0,6
"482","Germany",2020-02-03,12,0,0,6
"483","Germany",2020-02-04,12,0,0,6
"484","Germany",2020-02-05,12,0,0,6
"485","Germany",2020-02-06,12,0,0,6
"486","Germany",2020-02-07,13,0,0,6
"487","Germany",2020-02-08,13,0,0,6
"488","Germany",2020-02-09,14,0,0,6
"489","Germany",2020-02-10,14,0,0,6
"490","Germany",2020-02-11,16,0,0,6
"491","Germany",2020-02-12,16,0,0,6
"492","Germany",2020-02-13,16,0,1,6
"493","Germany",2020-02-14,16,0,1,6
"494","Germany",2020-02-15,16,0,1,6
"495","Germany",2020-02-16,16,0,1,6
"496","Germany",2020-02-17,16,0,1,6
"497","Germany",2020-02-18,16,0,12,6
"498","Germany",2020-02-19,16,0,12,6
"499","Germany",2020-02-20,16,0,12,6
"500","Germany",2020-02-21,16,0,14,6
"501","Germany",2020-02-22,16,0,14,6
"502","Germany",2020-02-23,16,0,14,6
"503","Germany",2020-02-24,16,0,14,6
"504","Germany",2020-02-25,17,0,14,6
"505","Germany",2020-02-26,27,0,15,6
"506","Germany",2020-02-27,46,0,16,6
"507","Germany",2020-02-28,48,0,16,6
"508","Germany",2020-02-29,79,0,16,6
"509","Germany",2020-03-01,130,0,16,6
"510","Germany",2020-03-02,159,0,16,6
"511","Germany",2020-03-03,196,0,16,6
"512","Germany",2020-03-04,262,0,16,6
"513","Germany",2020-03-05,482,0,16,6
"514","Germany",2020-03-06,670,0,17,6
"515","Germany",2020-03-07,799,0,18,6
"516","Germany",2020-03-08,1040,0,18,6
"517","Germany",2020-03-09,1176,2,18,6
"518","Germany",2020-03-10,1457,2,18,6
"519","Germany",2020-03-11,1908,3,25,6
"520","Germany",2020-03-12,2078,3,25,6
"521","Germany",2020-03-13,3675,7,46,6
"522","Germany",2020-03-14,4585,9,46,6
"523","Germany",2020-03-15,5795,11,46,6
"524","Germany",2020-03-16,7272,17,67,6
"525","Germany",2020-03-17,9257,24,67,6
"526","Germany",2020-03-18,12327,28,105,6
"527","Germany",2020-03-19,15320,44,113,6
"528","Germany",2020-03-20,19848,67,180,6
"529","Germany",2020-03-21,22213,84,233,6
"530","Germany",2020-03-22,24873,94,266,6
"531","Germany",2020-03-23,29056,123,453,6
"532","Germany",2020-03-24,32986,157,3243,6
"533","Germany",2020-03-25,37323,206,3547,6
"534","Germany",2020-03-26,43938,267,5673,6
"535","Germany",2020-03-27,50871,342,6658,6
"536","Germany",2020-03-28,57695,433,8481,6
"537","Germany",2020-03-29,62095,533,9211,6
"538","Germany",2020-03-30,66885,645,13500,6
"539","Germany",2020-03-31,71808,775,16100,6
"540","Germany",2020-04-01,77872,920,18700,6
"541","Germany",2020-04-02,84794,1107,22440,6
"542","Germany",2020-04-03,91159,1275,24575,6
"543","Germany",2020-04-04,96092,1444,26400,6
"544","Germany",2020-04-05,100123,1584,28700,6
"545","Germany",2020-04-06,103374,1810,28700,6
"546","Germany",2020-04-07,107663,2016,36081,6
"547","Germany",2020-04-08,113296,2349,46300,6
"548","Germany",2020-04-09,118181,2607,52407,6
"549","Germany",2020-04-10,122171,2767,53913,6
"550","Germany",2020-04-11,124908,2736,57400,6
"551","Germany",2020-04-12,127854,3022,60300,6
"552","Germany",2020-04-13,130072,3194,64300,6
"553","Germany",2020-04-14,131359,3294,68200,6
"554","Germany",2020-04-15,134753,3804,72600,6
"555","Germany",2020-04-16,137698,4052,77000,6
"556","Germany",2020-04-17,141397,4352,83114,6
"557","Germany",2020-04-18,143342,4459,85400,6
"558","Germany",2020-04-19,145184,4586,88000,6
"559","Germany",2020-04-20,147065,4862,91500,6
"560","Germany",2020-04-21,148291,5033,95200,6
"561","Germany",2020-04-22,150648,5279,99400,6
"562","Germany",2020-04-23,153129,5575,103300,6
"563","Germany",2020-04-24,154999,5760,109800,6
"564","Germany",2020-04-25,156513,5877,109800,6
"565","Germany",2020-04-26,157770,5976,112000,6
"566","Germany",2020-04-27,158758,6126,114500,6
"567","Germany",2020-04-28,159912,6314,117400,6
"568","Germany",2020-04-29,161539,6467,120400,6
"569","Germany",2020-04-30,163009,6623,123500,6
"570","Germany",2020-05-01,164077,6736,126900,6
"571","Turkey",2020-03-11,1,0,0,7
"572","Turkey",2020-03-12,1,0,0,7
"573","Turkey",2020-03-13,5,0,0,7
"574","Turkey",2020-03-14,5,0,0,7
"575","Turkey",2020-03-15,6,0,0,7
"576","Turkey",2020-03-16,18,0,0,7
"577","Turkey",2020-03-17,47,1,0,7
"578","Turkey",2020-03-18,98,1,0,7
"579","Turkey",2020-03-19,192,3,0,7
"580","Turkey",2020-03-20,359,4,0,7
"581","Turkey",2020-03-21,670,9,0,7
"582","Turkey",2020-03-22,1236,30,0,7
"583","Turkey",2020-03-23,1529,37,0,7
"584","Turkey",2020-03-24,1872,44,0,7
"585","Turkey",2020-03-25,2433,59,26,7
"586","Turkey",2020-03-26,3629,75,26,7
"587","Turkey",2020-03-27,5698,92,42,7
"588","Turkey",2020-03-28,7402,108,70,7
"589","Turkey",2020-03-29,9217,131,105,7
"590","Turkey",2020-03-30,10827,168,162,7
"591","Turkey",2020-03-31,13531,214,243,7
"592","Turkey",2020-04-01,15679,277,333,7
"593","Turkey",2020-04-02,18135,356,415,7
"594","Turkey",2020-04-03,20921,425,484,7
"595","Turkey",2020-04-04,23934,501,786,7
"596","Turkey",2020-04-05,27069,574,1042,7
"597","Turkey",2020-04-06,30217,649,1326,7
"598","Turkey",2020-04-07,34109,725,1582,7
"599","Turkey",2020-04-08,38226,812,1846,7
"600","Turkey",2020-04-09,42282,908,2142,7
"601","Turkey",2020-04-10,47029,1006,2423,7
"602","Turkey",2020-04-11,52167,1101,2965,7
"603","Turkey",2020-04-12,56956,1198,3446,7
"604","Turkey",2020-04-13,61049,1296,3957,7
"605","Turkey",2020-04-14,65111,1403,4799,7
"606","Turkey",2020-04-15,69392,1518,5674,7
"607","Turkey",2020-04-16,74193,1643,7089,7
"608","Turkey",2020-04-17,78546,1769,8631,7
"609","Turkey",2020-04-18,82329,1890,10453,7
"610","Turkey",2020-04-19,86306,2017,11976,7
"611","Turkey",2020-04-20,90980,2140,13430,7
"612","Turkey",2020-04-21,95591,2259,14918,7
"613","Turkey",2020-04-22,98674,2376,16477,7
"614","Turkey",2020-04-23,101790,2491,18491,7
"615","Turkey",2020-04-24,104912,2600,21737,7
"616","Turkey",2020-04-25,107773,2706,25582,7
